Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m),Ground Time Balance,Vertical Oscillation Balance,Leg Spring Stiffness Balance,Impact Loading Rate Balance,Vertical Ratio
1742998051,3.464788732394366,1.028169014084507,0.014084507042253521,3.284,3.21094,1520.70996,1460.46875,10.625,0.14964788732394366,248,170,7.5,4,35,0,0,0,0,6.470760788915156
1742998052,3.4788732394366195,1.028169014084507,0.014084507042253521,3.284,3.20313,1523.95996,1463.67188,10.625,0.14964788732394366,248,170,7.5,3.8,34,0,0,0,0,6.470760788915156
1742998053,3.492957746478873,1.028169014084507,0.014084507042253521,3.275,3.23047,1527.29004,1466.90234,10.625,0.14964788732394366,248,170,7.5,3.6,34,0,0,0,0,6.488562826590996
1742998054,3.507042253521127,1.028169014084507,0.028169014084507043,3.275,3.25,1530.75,1470.15234,10.625,0.14964788732394366,244,170,7.5,3.4,34,0,0,0,0,6.488562826590996
1742998055,3.507042253521127,1.028169014084507,0.028169014084507043,3.275,3.25,1533.96997,1473.40234,10.625,0.14964788732394366,246,170,7.5,3.2,34,0,0,0,0,6.488562826590996
1742998056,3.5211267605633805,1.0140845070422535,0.028169014084507043,3.275,3.26953,1537.43005,1476.67188,10.125,0.1426056338028169,246,172,7.25,3,35,0,0,0,0,6.346066314204685
1742998057,3.5211267605633805,1.0140845070422535,0.028169014084507043,3.275,3.26953,1540.62,1479.94141,10,0.14084507042253522,246,172,7.25,3,35,0,0,0,0,6.346066314204685
1742998058,3.507042253521127,1.0140845070422535,0.028169014084507043,3.275,3.26953,1543.75,1483.21094,10.125,0.1426056338028169,246,172,7.375,3,35,0,0,0,0,6.45548125065649
1742998059,3.408450704225352,1.0140845070422535,0.028169014084507043,3.275,3.20703,1546.93994,1486.41797,10.125,0.1426056338028169,246,170,7.375,2.8,35,0,0,0,0,6.380420112814479
1742998060,3.408450704225352,1.0140845070422535,0.028169014084507043,3.275,3.20703,1550.06995,1489.625,10.125,0.1426056338028169,246,170,7.375,2.8,35,0,0,0,0,6.380420112814479
1742998061,3.408450704225352,1.0140845070422535,0.028169014084507043,3.275,3.19922,1553.32996,1492.82422,10.125,0.1426056338028169,246,170,7.375,2.8,35,0,0,0,0,6.380420112814479
1742998062,3.408450704225352,1.0140845070422535,0,3.275,3.19531,1556.48999,1496.01953,10.125,0.1426056338028169,248,170,7.375,2.8,35,0,0,0,0,6.380420112814479
1742998063,3.4225352112676055,1.0140845070422535,0,3.275,3.21875,1559.81006,1499.23828,10.125,0.1426056338028169,248,170,7.375,2.8,35,0,0,0,0,6.380420112814479
1742998064,3.436619718309859,1.0140845070422535,0,3.275,3.23047,1563,1502.46875,10.125,0.1426056338028169,246,170,7.375,2.8,35,0,0,0,0,6.380420112814479
1742998065,3.4225352112676055,1.0140845070422535,0,3.275,3.23047,1566.12,1505.69922,10.125,0.1426056338028169,246,170,7.5,2.8,35,0,0,0,0,6.488562826590996
1742998066,3.4225352112676055,1.0140845070422535,0,3.275,3.23047,1569.48999,1508.92969,10.125,0.1426056338028169,248,170,7.5,2.8,35,0,0,0,0,6.488562826590996
1742998067,3.4225352112676055,1.0140845070422535,0,3.275,3.23047,1572.70996,1512.16016,10.125,0.1426056338028169,250,170,7.5,2.8,35,0,0,0,0,6.488562826590996
1742998068,3.4225352112676055,1.0140845070422535,0,3.275,3.23047,1575.97998,1515.39063,10.25,0.1443661971830986,250,170,7.5,2.8,35,0,0,0,0,6.488562826590996
1742998069,3.4225352112676055,1.0140845070422535,0,3.275,3.23047,1579.04004,1518.62109,10.25,0.1443661971830986,250,170,7.5,2.6,35,0,0,0,0,6.488562826590996
1742998070,3.4225352112676055,1.0140845070422535,0,3.275,3.23047,1582.22998,1521.85156,10.25,0.1443661971830986,250,170,7.5,2.6,35,0,0,0,0,6.488562826590996
1742998071,3.464788732394366,1.0140845070422535,0,3.275,3.27344,1585.51001,1525.125,10.25,0.1443661971830986,250,170,7.5,2.6,34,0,0,0,0,6.488562826590996
1742998072,3.464788732394366,1.0140845070422535,0,3.275,3.26172,1588.84998,1528.38672,10.25,0.1443661971830986,250,170,7.5,2.6,34,0,0,0,0,6.488562826590996
1742998073,3.492957746478873,1.0140845070422535,0,3.275,3.26172,1592,1531.64844,10.25,0.1443661971830986,244,170,7.5,2.6,34,0,0,0,0,6.488562826590996
1742998074,3.492957746478873,1.028169014084507,0,3.275,3.27344,1595.31995,1534.92188,10.375,0.14612676056338028,244,170,7.5,2.6,34,0,0,0,0,6.488562826590996
1742998075,3.535211267605634,1.028169014084507,0,3.275,3.27344,1598.84998,1538.19531,10.125,0.1426056338028169,244,170,7.5,2.6,34,0,0,0,0,6.488562826590996
1742998076,3.535211267605634,1.028169014084507,0,3.275,3.27344,1602.19995,1541.46875,10.125,0.1426056338028169,244,170,7.5,2.6,34,0,0,0,0,6.488562826590996
1742998077,3.5774647887323945,1.028169014084507,0,3.275,3.27344,1605.54004,1544.74219,10.125,0.1426056338028169,244,170,7.375,2.6,34,0,0,0,0,6.380420112814479
1742998078,3.6056338028169015,1.0140845070422535,0,3.284,3.27344,1608.70996,1548.01563,10,0.14084507042253522,244,170,7.375,2.6,34,0,0,0,0,6.362914775766569
1742998079,3.6056338028169015,1.0140845070422535,0,3.284,3.27344,1611.82996,1548.01563,10,0.14084507042253522,244,170,7.375,2.6,34,0,0,0,0,6.362914775766569
1742998080,3.591549295774648,1.0140845070422535,0,3.284,3.35547,1615.25,1554.76563,10.125,0.1426056338028169,244,170,7.5,2.6,34,0,0,0,0,6.470760788915156
1742998081,3.5211267605633805,1.028169014084507,0,3.284,3.3125,1618.52002,1558.07813,10.375,0.14612676056338028,244,170,7.5,2.4,34,0,0,0,0,6.470760788915156
1742998082,3.464788732394366,1.028169014084507,0,3.284,3.20313,1621.67004,1561.28125,10.375,0.14612676056338028,244,170,7.5,2.4,34,0,0,0,0,6.470760788915156
1742998083,3.464788732394366,1.028169014084507,0,3.284,3.20313,1624.69995,1564.48438,10.375,0.14612676056338028,244,170,7.5,2.4,34,0,0,0,0,6.470760788915156
1742998084,3.436619718309859,1.028169014084507,0,3.284,3.19531,1628.04004,1567.67969,10.5,0.14788732394366197,244,170,7.375,2.4,34,0,0,0,0,6.362914775766569
1742998085,3.408450704225352,1.028169014084507,0.014084507042253521,3.284,3.21094,1631.33997,1570.89063,10.5,0.14788732394366197,246,170,7.375,2.4,34,0,0,0,0,6.362914775766569
1742998086,3.408450704225352,1.028169014084507,0.014084507042253521,3.284,3.21094,1634.78003,1574.10156,10.5,0.14788732394366197,246,170,7.375,2.4,34,0,0,0,0,6.362914775766569
1742998087,3.436619718309859,1.028169014084507,0,3.284,3.24219,1638.17004,1577.34375,10.5,0.14788732394366197,246,170,7.375,2.2,34,0,0,0,0,6.362914775766569
1742998088,3.464788732394366,1.028169014084507,0,3.284,3.26563,1642.13,1580.60938,10.5,0.14788732394366197,244,170,7.375,2.2,34,0,0,0,0,6.362914775766569
1742998089,3.464788732394366,1.0140845070422535,0,3.284,3.26172,1645.01001,1583.87109,10.25,0.1443661971830986,244,172,7.375,2.2,34,0,0,0,0,6.437786972537928
1742998090,3.464788732394366,1.0140845070422535,0,3.294,3.26172,1649.05005,1587.13281,10.25,0.1443661971830986,244,172,7.375,2.4,34,0,0,0,0,6.4182338760911
1742998091,3.4507042253521125,1.0140845070422535,0,3.294,3.26172,1652.44995,1590.39453,10.25,0.1443661971830986,244,172,7.5,2.4,34,0,0,0,0,6.527017501109593
1742998092,3.408450704225352,1.0140845070422535,0,3.294,3.23047,1655.73999,1593.625,10.25,0.1443661971830986,244,172,7.5,2.4,34,0,0,0,0,6.527017501109593
1742998093,3.408450704225352,1.0140845070422535,0,3.294,3.23047,1658.26001,1596.85547,10.25,0.1443661971830986,244,172,7.5,2.4,34,0,0,0,0,6.527017501109593
1742998094,3.408450704225352,1.0140845070422535,0,3.303,3.22656,1661.58997,1600.08203,10.25,0.1443661971830986,244,172,7.5,2.4,34,0,0,0,0,6.50923008826516
1742998095,3.3943661971830985,1.0140845070422535,0,3.303,3.21094,1664.77002,1603.29297,10.25,0.1443661971830986,248,172,7.5,2.4,34,0,0,0,0,6.50923008826516
1742998096,3.3943661971830985,1.0140845070422535,0,3.303,3.21094,1668.08997,1606.50391,10.25,0.1443661971830986,248,172,7.5,2.4,34,0,0,0,0,6.50923008826516
1742998097,3.3943661971830985,1.0140845070422535,0,3.303,3.20703,1671.31995,1609.71094,10.25,0.1443661971830986,248,172,7.5,2.4,34,0,0,0,0,6.50923008826516
1742998098,3.380281690140845,1.0140845070422535,0,3.303,3.18359,1674.66003,1612.89453,10.25,0.1443661971830986,248,172,7.5,2.4,34,0,0,0,0,6.50923008826516
1742998099,3.3661971830985915,1.0140845070422535,0,3.303,3.18359,1678.03003,1616.07813,10.25,0.1443661971830986,246,172,7.5,2.4,34,0,0,0,0,6.50923008826516
1742998100,3.3661971830985915,1.0140845070422535,0,3.303,3.18359,1681.45996,1619.26172,10.25,0.1443661971830986,246,172,7.5,2.4,34,0,0,0,0,6.50923008826516
1742998101,3.3661971830985915,1.0140845070422535,0,3.312,3.18359,1684.77002,1622.44531,10.25,0.1443661971830986,248,172,7.5,2.4,34,0,0,0,0,6.491539360366988
1742998102,3.3943661971830985,1.0140845070422535,0,3.312,3.18359,1687.89001,1625.62891,10.25,0.1443661971830986,248,172,7.5,2.4,34,0,0,0,0,6.491539360366988
1742998103,3.4507042253521125,1.0140845070422535,0,3.312,3.18359,1691.08997,1628.8125,10.125,0.1426056338028169,246,172,7.25,2.4,34,0,0,0,0,6.275154715021421
1742998104,3.4507042253521125,1.0140845070422535,0,3.312,3.18359,1694.40002,1631.99609,10.125,0.1426056338028169,246,172,7.25,2.4,34,0,0,0,0,6.275154715021421
1742998105,3.464788732394366,1.0140845070422535,0,3.312,3.29297,1697.79004,1635.28906,10.125,0.1426056338028169,246,172,7.25,2.4,34,0,0,0,0,6.275154715021421
1742998106,3.464788732394366,1.0140845070422535,0,3.312,3.29297,1701.13,1638.58203,10.125,0.1426056338028169,244,172,7.25,2.4,34,0,0,0,0,6.275154715021421
1742998107,3.4507042253521125,1.0140845070422535,0,3.312,3.29297,1704.54004,1641.875,10.375,0.14612676056338028,242,172,7.375,2.4,34,0,0,0,0,6.383347037694205
1742998108,3.4225352112676055,1.0140845070422535,0,3.312,3.29297,1707.66003,1645.16797,10.375,0.14612676056338028,244,172,7.375,2.4,34,0,0,0,0,6.383347037694205
1742998109,3.4225352112676055,1.0140845070422535,0,3.312,3.29297,1710.75,1645.16797,10.375,0.14612676056338028,244,172,7.375,2.4,34,0,0,0,0,6.383347037694205
1742998110,3.4225352112676055,1.0140845070422535,0,3.312,3.29297,1714.01001,1651.75391,10.5,0.14788732394366197,244,170,7.375,2.4,34,0,0,0,0,6.309134771673482
1742998111,3.408450704225352,1.0140845070422535,0,3.312,3.29297,1717.09998,1655.04688,10.5,0.14788732394366197,244,170,7.5,2.4,34,0,0,0,0,6.416069259328964
1742998112,3.3661971830985915,1.0140845070422535,0,3.312,3.19141,1720.09998,1658.23828,10.375,0.14612676056338028,244,170,7.375,2.2,34,0,0,0,0,6.309134771673482
1742998113,3.323943661971831,1.0140845070422535,0,3.312,3.14844,1723.22998,1661.38672,10.375,0.14612676056338028,244,170,7.375,2.2,34,0,0,0,0,6.309134771673482
1742998114,3.323943661971831,1.0140845070422535,0,3.312,3.14844,1726.42004,1664.53516,10.375,0.14612676056338028,244,170,7.375,2.2,34,0,0,0,0,6.309134771673482
1742998115,3.3943661971830985,1.0140845070422535,0,3.312,3.16406,1729.70996,1667.69922,10.125,0.1426056338028169,250,170,7.375,2.2,34,0,0,0,0,6.309134771673482
1742998116,3.4225352112676055,1.0140845070422535,0,3.303,3.23438,1732.83997,1670.93359,10.125,0.1426056338028169,248,170,7.375,2,34,0,0,0,0,6.326345045292342
1742998117,3.4225352112676055,1.0140845070422535,0,3.303,3.23438,1736.10999,1674.16797,10.25,0.1443661971830986,248,172,7.375,2,34,0,0,0,0,6.400742920127407
1742998118,3.408450704225352,1.0140845070422535,0,3.303,3.22656,1739.43994,1677.39453,10.25,0.1443661971830986,248,172,7.375,1.8,34,0,0,0,0,6.400742920127407
1742998119,3.3661971830985915,1.0140845070422535,0,3.303,3.1875,1742.73999,1680.58203,10.25,0.1443661971830986,248,172,7.375,1.8,35,0,0,0,0,6.400742920127407
1742998120,3.380281690140845,1.0140845070422535,0,3.303,3.1875,1746.39001,1683.76953,10.25,0.1443661971830986,252,172,7.375,1.6,35,0,0,0,0,6.400742920127407
1742998121,3.380281690140845,1.0140845070422535,0,3.294,3.1875,1750.43994,1686.95703,10.25,0.1443661971830986,252,172,7.375,1.6,34,0,0,0,0,6.4182338760911
1742998122,3.352112676056338,1.0140845070422535,0,3.294,3.16406,1753.34998,1690.12109,10.25,0.1443661971830986,252,172,7.375,1.6,34,0,0,0,0,6.4182338760911
1742998123,3.4225352112676055,1.0140845070422535,0,3.294,3.23438,1756.63,1693.35547,10,0.14084507042253522,252,170,7.5,1.4,35,0,0,0,0,6.451113462183573
1742998124,3.4225352112676055,1.0140845070422535,0,3.294,3.23438,1760.02002,1696.58984,10,0.14084507042253522,252,170,7.5,1.4,35,0,0,0,0,6.451113462183573
1742998125,3.408450704225352,1.0140845070422535,0,3.294,3.26953,1762.88,1699.85938,10.125,0.1426056338028169,252,170,7.375,1.6,35,0,0,0,0,6.343594904480513
1742998126,3.380281690140845,1.0140845070422535,0,3.294,3.22656,1765.84998,1703.08594,10.125,0.1426056338028169,252,170,7.375,1.6,35,0,0,0,0,6.343594904480513
1742998127,3.380281690140845,1.0140845070422535,0,3.294,3.22656,1769.21997,1706.3125,10.125,0.1426056338028169,252,170,7.375,1.8,35,0,0,0,0,6.343594904480513
1742998128,3.352112676056338,1.0140845070422535,0,3.294,3.21094,1772.47998,1709.52344,10.125,0.1426056338028169,250,170,7.375,2.2,35,0,0,0,0,6.343594904480513
1742998129,3.3380281690140845,1.0140845070422535,0,3.294,3.16797,1775.67004,1712.69141,10.125,0.1426056338028169,250,170,7.375,2.6,35,0,0,0,0,6.343594904480513
1742998130,3.323943661971831,1.0140845070422535,0,3.294,3.16797,1778.97998,1715.85938,10.125,0.1426056338028169,250,170,7.375,3,35,0,0,0,0,6.343594904480513
1742998131,3.323943661971831,1.0140845070422535,0,3.294,3.19531,1781.93994,1719.05469,10.125,0.1426056338028169,250,170,7.375,3.2,35,0,0,0,0,6.343594904480513
1742998132,3.3380281690140845,1.0140845070422535,0,3.294,3.21875,1785.18994,1722.27344,10.125,0.1426056338028169,250,170,7.375,3.4,35,0,0,0,0,6.343594904480513
1742998133,3.3661971830985915,1.0140845070422535,0,3.294,3.21875,1788.54004,1725.49219,10.125,0.1426056338028169,250,170,7.375,3.6,35,0,0,0,0,6.343594904480513
1742998134,3.3661971830985915,1.0140845070422535,0,3.294,3.21875,1791.93994,1728.71094,10.125,0.1426056338028169,250,170,7.375,3.6,35,0,0,0,0,6.343594904480513
1742998135,3.3661971830985915,1.0140845070422535,0,3.294,3.21875,1795.17004,1731.92969,10.125,0.1426056338028169,250,170,7.375,3.6,35,0,0,0,0,6.343594904480513
1742998136,3.3943661971830985,1.0140845070422535,0,3.294,3.21875,1798.33997,1735.14844,10.125,0.1426056338028169,250,170,7.375,3.4,35,0,0,0,0,6.343594904480513
1742998137,3.3943661971830985,1.0140845070422535,0,3.294,3.21875,1801.62,1738.36719,10,0.14084507042253522,250,170,7.5,3.4,35,0,0,0,0,6.451113462183573
1742998138,3.3661971830985915,1.0140845070422535,0,3.284,3.21875,1804.98999,1741.58594,10,0.14084507042253522,250,170,7.5,3.2,35,0,0,0,0,6.470760788915156
1742998139,3.3661971830985915,1.0140845070422535,0,3.284,3.21875,1808.20996,1741.58594,10,0.14084507042253522,250,170,7.5,3.2,35,0,0,0,0,6.470760788915156
1742998140,3.3943661971830985,1.0140845070422535,0,3.284,3.22266,1811.29004,1748.03125,10,0.14084507042253522,250,170,7.5,3.2,35,0,0,0,0,6.470760788915156
1742998141,3.380281690140845,1.0140845070422535,0,3.284,3.20313,1814.56006,1751.23438,10,0.14084507042253522,250,170,7.5,3,35,0,0,0,0,6.470760788915156
1742998142,3.4225352112676055,1.0140845070422535,0,3.284,3.23047,1817.82996,1754.46484,10,0.14084507042253522,248,170,7.5,3.2,35,0,0,0,0,6.470760788915156
1742998143,3.4507042253521125,1.0140845070422535,0,3.284,3.23047,1821.09998,1757.69531,10,0.14084507042253522,248,170,7.5,3.2,35,0,0,0,0,6.470760788915156
1742998144,3.408450704225352,1.0140845070422535,0,3.284,3.23047,1824.48999,1760.92578,10.125,0.1426056338028169,248,170,7.5,3.2,35,0,0,0,0,6.470760788915156
1742998145,3.408450704225352,1.0140845070422535,0,3.284,3.23047,1827.84998,1764.15625,10.125,0.1426056338028169,250,170,7.5,3.2,35,0,0,0,0,6.470760788915156
1742998146,3.3661971830985915,1.0140845070422535,0,3.284,3.23047,1831.18005,1767.38672,10.125,0.1426056338028169,252,170,7.5,3.2,35,0,0,0,0,6.470760788915156
1742998147,3.352112676056338,1.0140845070422535,0,3.275,3.23047,1834.37,1770.61719,10.125,0.1426056338028169,252,170,7.375,3.2,35,0,0,0,0,6.380420112814479
1742998148,3.352112676056338,1.0140845070422535,0,3.275,3.23047,1837.65002,1773.84766,10.125,0.1426056338028169,252,170,7.375,3.2,35,0,0,0,0,6.380420112814479
1742998149,3.352112676056338,1.0140845070422535,0,3.275,3.23047,1841.04004,1777.07813,10.125,0.1426056338028169,252,170,7.375,3.2,35,0,0,0,0,6.380420112814479
1742998150,3.352112676056338,1.0140845070422535,0,3.275,3.23047,1844.31006,1780.30859,10.125,0.1426056338028169,252,170,7.375,3.2,35,0,0,0,0,6.380420112814479
1742998151,3.380281690140845,1.0140845070422535,0,3.275,3.23047,1847.48999,1783.53906,10.125,0.1426056338028169,252,170,7.375,3.4,35,0,0,0,0,6.380420112814479
1742998152,3.380281690140845,1.0140845070422535,0,3.275,3.23047,1850.75,1786.76953,10.125,0.1426056338028169,252,168,7.375,3.4,35,0,0,0,0,6.305358913853835
1742998153,3.352112676056338,1.0140845070422535,0,3.275,3.15234,1853.80005,1789.92188,10,0.14084507042253522,252,168,7.375,3.4,35,0,0,0,0,6.305358913853835
1742998154,3.323943661971831,1.0140845070422535,0,3.275,3.11719,1856.54004,1793.03906,10,0.14084507042253522,252,168,7.375,3.4,35,0,0,0,0,6.305358913853835
1742998155,3.323943661971831,1.0140845070422535,0,3.275,3.11719,1857.93994,1796.15625,10,0.14084507042253522,252,168,7.375,3.4,35,0,0,0,0,6.305358913853835
1742998156,3.1690140845070425,1.0140845070422535,0,3.275,3.11719,1859.57996,1799.27344,10,0.14084507042253522,264,170,7.375,3.4,35,0,0,0,0,6.380420112814479
1742998157,3.1690140845070425,1.0140845070422535,0,3.266,2.91797,1861.64001,1802.19141,10,0.14084507042253522,264,170,7.25,3.4,34,0,0,0,0,6.289526420348571
1742998158,3.0704225352112675,1.0140845070422535,0,3.266,2.84375,1864.43994,1805.03516,10,0.14084507042253522,266,170,7.25,3.4,34,0,0,0,0,6.289526420348571
1742998159,3.0704225352112675,1.0140845070422535,0,2.902,2.84375,1867.54004,1807.87891,10,0.14084507042253522,266,170,7.25,3.2,34,0,0,0,0,7.078419120518628
1742998160,3.1971830985915495,0.971830985915493,0,2.902,2.84375,1871.16003,1810.72266,10,0.14084507042253522,266,170,6.75,2.8,34,0,0,0,0,6.590252284620791
1742998161,3.3380281690140845,0.971830985915493,0,3.07,3.16016,1874.54004,1813.88281,10,0.14084507042253522,266,170,6.75,2.4,35,0,0,0,0,6.2296383118141625
1742998162,3.3380281690140845,0.971830985915493,0,3.163,3.16016,1877.92004,1817.04297,9.875,0.13908450704225353,266,170,7,2.2,35,0,0,0,0,6.270434899449098
1742998163,3.4788732394366195,0.971830985915493,0,3.163,3.24219,1881.23999,1820.28516,9.875,0.13908450704225353,266,170,7.25,2,35,0,0,0,0,6.4943790030008515
1742998164,3.507042253521127,0.971830985915493,0,3.163,3.32813,1884.69995,1823.61328,9.875,0.13908450704225353,266,170,7.25,1.8,35,0,0,0,0,6.4943790030008515
1742998165,3.507042253521127,0.9859154929577465,0.014084507042253521,3.163,3.32813,1888.18994,1826.94141,10,0.14084507042253522,244,172,7.25,1.8,35,0,0,0,0,6.570778614607974
1742998166,3.4788732394366195,1,0.014084507042253521,3.172,3.32813,1891.62,1830.26953,10,0.14084507042253522,244,172,7.25,1.6,35,0,0,0,0,6.552132380186351
1742998167,3.492957746478873,1,0.014084507042253521,3.21,3.32031,1895.08997,1833.58984,10,0.14084507042253522,244,172,7.25,1.6,35,0,0,0,0,6.474543879546693
1742998168,3.492957746478873,1,0.014084507042253521,3.21,3.32031,1898.63,1836.91016,10,0.14084507042253522,244,172,7.25,1.6,35,0,0,0,0,6.474543879546693
1742998169,3.492957746478873,1,0.014084507042253521,3.238,3.32031,1902.04004,1836.91016,10,0.14084507042253522,244,172,7.25,1.8,35,0,0,0,0,6.418598886262428
1742998170,3.4507042253521125,1,0,3.256,3.29297,1905.62,1843.51953,10,0.14084507042253522,244,172,7.25,1.8,35,0,0,0,0,6.383109851119466
1742998171,3.4225352112676055,1,0,3.266,3.26172,1909.07996,1846.78125,10,0.14084507042253522,244,172,7.25,1.8,35,0,0,0,0,6.363556569823576
1742998172,3.4225352112676055,1.0140845070422535,0,3.266,3.26172,1912.47998,1850.04297,10.375,0.14612676056338028,244,170,7.5,1.8,35,0,0,0,0,6.5064066417399005
1742998173,3.464788732394366,1.028169014084507,0,3.266,3.26172,1915.78003,1853.30469,10.25,0.1443661971830986,244,170,7.5,1.8,35,0,0,0,0,6.5064066417399005
1742998174,3.464788732394366,1.028169014084507,0,3.256,3.26172,1918.69995,1856.56641,10.25,0.1443661971830986,244,170,7.5,1.8,35,0,0,0,0,6.526392732209053
1742998175,3.4788732394366195,1.028169014084507,0,3.256,3.27734,1921.53003,1859.84375,10.25,0.1443661971830986,244,170,7.5,2,35,0,0,0,0,6.526392732209053
1742998176,3.4788732394366195,1.028169014084507,0,3.247,3.30078,1924.57996,1863.14453,10.25,0.1443661971830986,244,170,7.5,2,35,0,0,0,0,6.544502617801047
1742998177,3.4788732394366195,1.028169014084507,0,3.247,3.26172,1927.39001,1866.40625,10.25,0.1443661971830986,244,170,7.5,2,35,0,0,0,0,6.544502617801047
1742998178,3.408450704225352,1.028169014084507,0.07042253521126761,3.238,3.26172,1930.16003,1869.66797,10.25,0.1443661971830986,248,170,7.5,2.2,35,0,0,0,0,6.562713288181866
1742998179,3.408450704225352,1.028169014084507,0.07042253521126761,3.219,3.19141,1933.07996,1872.85938,10.25,0.1443661971830986,248,170,7.5,2.4,35,0,0,0,0,6.601415343449635
1742998180,3.464788732394366,1.028169014084507,0.08450704225352113,3.219,3.20313,1935.83997,1876.0625,10.25,0.1443661971830986,248,170,7.5,2.4,35,0,0,0,0,6.601415343449635
1742998181,3.507042253521127,1.028169014084507,0.04225352112676056,3.2,3.20313,1938.42004,1879.26563,10.25,0.1443661971830986,244,170,7.5,2.4,35,0,0,0,0,6.640635375992775
1742998182,3.507042253521127,1.028169014084507,0.04225352112676056,3.182,3.27344,1941.20996,1882.53906,10.25,0.1443661971830986,244,170,7.5,2.6,35,0,0,0,0,6.678182821932934
1742998183,3.563380281690141,1.028169014084507,0.04225352112676056,3.163,3.33594,1944.15002,1885.875,10.25,0.1443661971830986,244,170,7.5,2.6,34,0,0,0,0,6.718323106552605
1742998184,3.5774647887323945,1.028169014084507,0,3.144,3.33594,1947.25,1889.21094,10.25,0.1443661971830986,244,170,7.5,2.8,34,0,0,0,0,6.758887937637994
1742998185,3.5774647887323945,1.028169014084507,0,3.116,3.33594,1950.53003,1892.54688,10.25,0.1443661971830986,244,170,7.5,2.8,34,0,0,0,0,6.8196697461264275
1742998186,3.591549295774648,1.028169014084507,0,3.098,3.33594,1953.68005,1895.88281,10.125,0.1426056338028169,244,170,7.5,3,34,0,0,0,0,6.859275111806184
1742998187,3.563380281690141,1.028169014084507,0.014084507042253521,3.088,3.33594,1957.17004,1899.21875,10.125,0.1426056338028169,246,170,7.5,3,34,0,0,0,0,6.881491540353067
1742998188,3.5774647887323945,1.028169014084507,0.014084507042253521,3.088,3.30469,1960.17004,1902.52344,10.125,0.1426056338028169,244,170,7.5,3.2,34,0,0,0,0,6.881491540353067
1742998189,3.5774647887323945,1.028169014084507,0.014084507042253521,3.079,3.30469,1963.72998,1905.82813,10.125,0.1426056338028169,244,170,7.5,3.2,34,0,0,0,0,6.901565275004371
1742998190,3.563380281690141,1.028169014084507,0.014084507042253521,3.07,3.28516,1967.42004,1909.11328,10.125,0.1426056338028169,244,170,7.5,3.4,34,0,0,0,0,6.921820346460181
1742998191,3.563380281690141,1.028169014084507,0.014084507042253521,3.07,3.28516,1971.13,1912.39844,10.25,0.1443661971830986,244,170,7.5,3.4,34,0,0,0,0,6.921820346460181
1742998192,3.563380281690141,1.028169014084507,0.014084507042253521,3.06,3.28516,1975.13,1915.68359,10.25,0.1443661971830986,244,170,7.5,3.6,34,0,0,0,0,6.944444444444444
1742998193,3.535211267605634,1.028169014084507,0.014084507042253521,3.06,3.28516,1979.67004,1918.96875,10.25,0.1443661971830986,244,170,7.5,4,34,0,0,0,0,6.944444444444444
1742998194,3.507042253521127,1.028169014084507,0.014084507042253521,3.051,3.22656,1984.35999,1922.19531,10.375,0.14612676056338028,244,170,7.5,4.2,34,0,0,0,0,6.964952359725859
1742998195,3.507042253521127,1.028169014084507,0.014084507042253521,3.051,3.21875,1988.64001,1925.41406,10.375,0.14612676056338028,244,170,7.5,4.2,34,0,0,0,0,6.964952359725859
1742998196,3.507042253521127,1.028169014084507,0.014084507042253521,3.06,3.21875,1992.68994,1928.63281,10.375,0.14612676056338028,244,170,7.5,4.4,34,0,0,0,0,6.944444444444444
1742998197,3.492957746478873,1.0140845070422535,0.014084507042253521,3.07,3.23438,1997.02002,1931.86719,10.25,0.1443661971830986,244,170,7.5,4.4,34,0,0,0,0,6.921820346460181
1742998198,3.4507042253521125,1.0140845070422535,0.014084507042253521,3.07,3.21094,2001.15002,1935.07813,10.25,0.1443661971830986,248,170,7.5,4.4,34,0,0,0,0,6.921820346460181
1742998199,3.4507042253521125,1.0140845070422535,0.014084507042253521,3.088,3.21094,2005.44995,1935.07813,10.25,0.1443661971830986,248,170,7.5,4.2,34,0,0,0,0,6.881491540353067
1742998200,3.436619718309859,1.028169014084507,0.014084507042253521,3.107,3.19531,2009.72998,1941.48438,10.125,0.1426056338028169,250,170,7.5,3.8,34,0,0,0,0,6.839383908297541
1742998201,3.352112676056338,1.028169014084507,0.014084507042253521,3.126,3.14844,2013.70996,1944.63281,10.125,0.1426056338028169,250,170,7.5,3.6,34,0,0,0,0,6.79785006661893
1742998202,3.352112676056338,1.028169014084507,0.014084507042253521,3.144,3.14844,2017.20996,1947.78125,10.125,0.1426056338028169,250,170,7.5,3.4,34,0,0,0,0,6.758887937637994
1742998203,3.380281690140845,1.028169014084507,0.014084507042253521,3.163,3.15625,2020.45996,1950.9375,10.125,0.1426056338028169,250,170,7.5,3.2,34,0,0,0,0,6.718323106552605
1742998204,3.3098591549295775,1.0140845070422535,0,3.172,3.14844,2023.67004,1954.08594,10.25,0.1443661971830986,250,170,7.5,3.2,35,0,0,0,0,6.699239859583933
1742998205,3.3098591549295775,1.0140845070422535,0,3.182,3.14844,2026.82996,1957.23438,10.25,0.1443661971830986,250,170,7.5,3,35,0,0,0,0,6.678182821932934
